signal_date,execution_date,as_of_date,holding_days,status,reason,basket_size,model_name,model_path,universe,basket_path,coverage_count,coverage_ratio,ready_count,ready_ratio,missing_start_count,missing_end_count,missing_start_symbols,missing_end_symbols,equal_weight_return,weighted_return,benchmark_return,equal_weight_excess_return,weighted_excess_return,positive_ratio,top1_return,top5_mean_return
2026-04-03,2026-04-06,2026-04-01,0,pending,insufficient_holding_window,5,qlib_lgbm_semantic_all_features,data/models/qlib_lgbm_semantic_all_features,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-06/pre_open/signals/signal_basket_2026-04-03.csv,,,,,,,,,,,,,,,,
2026-04-02,2026-04-03,2026-04-01,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-03/pre_open/signals/signal_basket_2026-04-02.csv,,,,,,,,,,,,,,,,
2026-04-01,2026-04-02,2026-04-01,0,pending,insufficient_holding_window,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-02/pre_open/signals/signal_basket_2026-04-01.csv,,,,,,,,,,,,,,,,
2026-03-31,2026-04-01,2026-04-01,1,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-04-01/pre_open/signals/signal_basket_2026-03-31.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.03396920310911553,0.03396920310911553,0.015843965479172523,0.01812523762994301,0.01812523762994301,1.0,0.02059158230106095,0.03396920310911553
2026-03-30,2026-03-31,2026-04-01,2,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-31/pre_open/signals/signal_basket_2026-03-30.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.021509415415481882,0.021509415415481882,0.005258578701915587,0.016250836713566294,0.016250836713566294,1.0,0.01906542911707798,0.021509415415481882
2026-03-27,2026-03-30,2026-04-01,3,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-30/pre_open/signals/signal_basket_2026-03-27.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.028763990415546115,0.028763990415546115,0.0028065131291783374,0.025957477286367776,0.025957477286367776,1.0,0.045762707891905396,0.028763990415546115
2026-03-26,2026-03-27,2026-04-01,4,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-27/pre_open/signals/signal_basket_2026-03-26.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.033773767229105675,0.033773767229105675,0.009433566423253588,0.024340200805852086,0.024340200805852086,1.0,0.02833334604899096,0.033773767229105675
2026-03-25,2026-03-26,2026-04-01,5,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-26/pre_open/signals/signal_basket_2026-03-25.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.023817134613070178,0.02381713461307018,-0.004658734076794463,0.02847586868986464,0.028475868689864646,0.8,-0.010891506566849563,0.023817134613070178
2026-03-24,2026-03-25,2026-04-01,6,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-25/pre_open/signals/signal_basket_2026-03-24.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.07384880876574584,0.07384880876574584,0.00881673279299139,0.06503207597275446,0.06503207597275446,1.0,0.11589834992979764,0.07384880876574584
2026-03-23,2026-03-24,2026-04-01,7,success,ok,5,qlib_lgbm,/home/liuming/.openclaw/workspace/SysQ/data/models/qlib_lgbm,csi300,/home/liuming/.openclaw/workspace/SysQ/daily/2026-03-24/pre_open/signals/signal_basket_2026-03-23.csv,5.0,1.0,5.0,1.0,0.0,0.0,[],[],0.09360497927176108,0.09360497927176108,0.024075037304264805,0.06952994196749628,0.06952994196749628,1.0,0.11672081971839043,0.09360497927176108
